Id,label
e7df825d-3d29-4f4d-ace7-8ce76426a070,survey of doctorate recipients
e7df825d-3d29-4f4d-ace7-8ce76426a070,survey of earned doctorates
7b277763-863b-4d91-8e18-825c7cb1e541,adni
7b277763-863b-4d91-8e18-825c7cb1e541,alzheimer s disease neuroimaging initiative adni
cf2aaa14-bd90-4e69-aca4-c2855747b0e5,national science foundation survey of earned doctorates
cf2aaa14-bd90-4e69-aca4-c2855747b0e5,survey of earned doctorates
d964b3d8-ce27-4c39-a511-2a1caf1b0c0a,cdc behavioral risk factor surveillance system brfss
d964b3d8-ce27-4c39-a511-2a1caf1b0c0a,rural urban continuum codes
05937656-ce91-4f5e-8c78-6bc7e5c306cf,trends in international mathematics and science study
4e78437f-9e7d-49d6-aa9d-e0baa2aeea41,trends in international mathematics and science study
c41db14b-66bc-42d4-801a-375943c6811a,current population survey
c41db14b-66bc-42d4-801a-375943c6811a,early childhood longitudinal study
5facb306-0ba3-4ff0-a315-d38e0ce96d5d,adni
5facb306-0ba3-4ff0-a315-d38e0ce96d5d,alzheimer s disease neuroimaging initiative adni
50e5e088-44e6-4a52-92ae-b28cd5c33ec1,adni
50e5e088-44e6-4a52-92ae-b28cd5c33ec1,alzheimer s disease neuroimaging initiative adni
91733054-0e0d-41ec-9bfc-68e3b544b190,agricultural resources management survey
91733054-0e0d-41ec-9bfc-68e3b544b190,energy policy act
11cd3b53-957d-4eb0-bcdf-652d34e63af4,adni
11cd3b53-957d-4eb0-bcdf-652d34e63af4,alzheimer s disease neuroimaging initiative adni
11cd3b53-957d-4eb0-bcdf-652d34e63af4,the national institute on aging genetics of alzheimer s disease data storage site
11cd3b53-957d-4eb0-bcdf-652d34e63af4,the national institute on aging genetics of alzheimer s disease data storage site niagads
db8f142e-f3ec-46b5-b9c9-733dbbc0ab6c,adni
bdc41a19-1034-4478-a81a-2647bdbf20a1,survey of doctorate recipients
1b21f60a-4022-4b19-95ce-6fd7157d4aa9,education longitudinal study
1b21f60a-4022-4b19-95ce-6fd7157d4aa9,national education longitudinal study
1b21f60a-4022-4b19-95ce-6fd7157d4aa9,national education longitudinal study of 1988
1b21f60a-4022-4b19-95ce-6fd7157d4aa9,national postsecondary student aid study
1b21f60a-4022-4b19-95ce-6fd7157d4aa9,postsecondary student aid study
7b6684d8-67eb-4713-a888-1c54b58c19d4,adni
7b6684d8-67eb-4713-a888-1c54b58c19d4,alzheimer s disease neuroimaging initiative adni
7b6684d8-67eb-4713-a888-1c54b58c19d4,the national institute on aging genetics of alzheimer s disease data storage site
7b6684d8-67eb-4713-a888-1c54b58c19d4,the national institute on aging genetics of alzheimer s disease data storage site niagads
a5b9a7d1-5c62-4982-94ee-e728ed6bf226,progress in international reading literacy study
a5b9a7d1-5c62-4982-94ee-e728ed6bf226,trends in international mathematics and science study
5c620e42-837a-409c-9ff8-bac15d8882d4,noaa optimum interpolation sea surface temperature
5c620e42-837a-409c-9ff8-bac15d8882d4,optimum interpolation sea surface temperature
9dcd6b43-17fc-459f-ac70-aa58fab7e067,early childhood longitudinal study
9dcd6b43-17fc-459f-ac70-aa58fab7e067,early childhood longitudinal study birth cohort
27a4193d-de18-4ef8-ac97-963560b048d7,agricultural resource management survey
27a4193d-de18-4ef8-ac97-963560b048d7,e stats
71fae02f-5a0d-46d0-b36b-49b6afe9a85f,nsf survey of earned doctorates
71fae02f-5a0d-46d0-b36b-49b6afe9a85f,survey of earned doctorates
e4e0315f-407a-4882-b8b4-a0b9b84a2002,adni
e4e0315f-407a-4882-b8b4-a0b9b84a2002,alzheimer s disease neuroimaging initiative adni
39d4e0c1-4f5d-4bee-92b4-cc52068417f1,coastal change analysis program
dd933d85-4c22-41ae-908f-eeac81a8044a,early childhood longitudinal study
3ee2efe4-dacd-4549-b717-68a0a611fd60,baltimore longitudinal study of aging
03965084-c34f-4e91-955d-c4d45c6408b4,adni
03965084-c34f-4e91-955d-c4d45c6408b4,alzheimer s disease neuroimaging initiative adni
05cf1846-af38-4c64-9652-5ab8dbb6146e,genome sequence of sars cov 2
71d7d0f2-0014-4c4c-beff-0ed33ad364bd,research reports
71d7d0f2-0014-4c4c-beff-0ed33ad364bd,trends in international mathematics and science study
7dd94da5-96c6-4ea7-b907-6dd78c9a2f14,ibtracs
7dd94da5-96c6-4ea7-b907-6dd78c9a2f14,international best track archive for climate stewardship
2570357d-33a3-43fd-9b0e-d643b7c21443,adni
2570357d-33a3-43fd-9b0e-d643b7c21443,alzheimer s disease neuroimaging initiative adni
a4a2c67c-3c04-4235-b180-91f2b075c7fd,sea lake and overland surges from hurricanes
a4a2c67c-3c04-4235-b180-91f2b075c7fd,sea lake and overland surges from hurricanes slosh model
a4a2c67c-3c04-4235-b180-91f2b075c7fd,slosh model
fe913a58-c55c-4f0a-8281-b459009e8015,adni
fe913a58-c55c-4f0a-8281-b459009e8015,alzheimer s disease neuroimaging initiative adni
ee9f7d55-620c-4f66-90ed-2d7a10e4735a,adni
ee9f7d55-620c-4f66-90ed-2d7a10e4735a,alzheimer s disease neuroimaging initiative adni
77cc5271-cc9e-4472-ae34-8a1668e15939,baltimore longitudinal study of aging
1159abfc-cc82-4557-9998-4a4cf09f57ec,census of agriculture
1159abfc-cc82-4557-9998-4a4cf09f57ec,geographic location
08dca4b4-e091-43b4-80f0-180fef60fa68,early childhood longitudinal study
61241d4d-06c3-42df-918d-0b1254a1aba6,adni
c5611031-4864-4299-bd72-00d86b31df45,early childhood longitudinal study
4ec4518a-e62e-4379-a3dd-e13fb4d99055,adni
4ec4518a-e62e-4379-a3dd-e13fb4d99055,alzheimer s disease neuroimaging initiative adni
f8a0e612-b573-4d46-b71b-6244fc9bf253,adni
f8a0e612-b573-4d46-b71b-6244fc9bf253,alzheimer s disease neuroimaging initiative adni
f8a0e612-b573-4d46-b71b-6244fc9bf253,geographic location
2cddf73e-4a96-41ce-8e45-cd36a66819e7,adni
2cddf73e-4a96-41ce-8e45-cd36a66819e7,alzheimer s disease neuroimaging initiative adni
c3efdd2c-d236-49d7-91b7-94f40a22c963,survey of doctorate recipients
c3efdd2c-d236-49d7-91b7-94f40a22c963,survey of earned doctorates
286e2d33-c2f6-4811-a57b-3cd80f1eb58a,noaa optimum interpolation sea surface temperature
286e2d33-c2f6-4811-a57b-3cd80f1eb58a,optimum interpolation sea surface temperature
3bd0f678-7a16-4c6b-8692-3a57f2d7d0d1,advanced national seismic system comprehensive catalog
74875ce7-a55e-4afb-b3e4-9087a0c0d839,trends in international mathematics and science study
ac096f58-1866-45fe-882a-9cc1823ce90a,monthly weather review
ac096f58-1866-45fe-882a-9cc1823ce90a,organization chart
ac096f58-1866-45fe-882a-9cc1823ce90a,world ocean database
5a110a4e-dd54-4266-aa3d-b91c49127934,early childhood longitudinal study
2b6f0480-468b-4e1a-9cd3-c50a23dfeeff,survey of earned doctorates
62faf041-dbf0-45cb-ba99-71a03828a571,adni
62faf041-dbf0-45cb-ba99-71a03828a571,alzheimer s disease neuroimaging initiative adni
572d4eb4-590a-48b2-94aa-3df008b0acee,adni
572d4eb4-590a-48b2-94aa-3df008b0acee,alzheimer s disease neuroimaging initiative adni
0a9f821a-6306-4ae9-bc0f-3d7cf28a1947,genome sequence of sars cov 2
6eac19ec-c345-4218-92ba-02c84cbef4a2,baccalaureate and beyond
6eac19ec-c345-4218-92ba-02c84cbef4a2,baccalaureate and beyond longitudinal study
6eac19ec-c345-4218-92ba-02c84cbef4a2,national postsecondary student aid study
6eac19ec-c345-4218-92ba-02c84cbef4a2,postsecondary student aid study
8dc53cee-711f-40c9-82d0-10ff6a9e8059,trends in international mathematics and science study
cb5fb5d3-8c0f-4158-a4f2-5aefcd365dc8,early childhood longitudinal study
cb5fb5d3-8c0f-4158-a4f2-5aefcd365dc8,early childhood longitudinal study birth cohort
b9c3feda-9c4e-4909-a198-8487261e7dd3,adni
b9c3feda-9c4e-4909-a198-8487261e7dd3,baltimore longitudinal study of aging
e05e0fb1-8d91-46cc-929d-16815a439532,federal funds
e05e0fb1-8d91-46cc-929d-16815a439532,national assessment of educational progress
e05e0fb1-8d91-46cc-929d-16815a439532,trends in international mathematics and science study
ba462ff2-7542-4be2-b335-f319bbece10e,national teacher and principal survey
ecb3d534-daa8-4cef-8afd-86d94804f7b5,ibtracs
ecb3d534-daa8-4cef-8afd-86d94804f7b5,international best track archive for climate stewardship
f77b1321-e45e-4121-8aaf-77d4cf67f012,world ocean database
e73f4c36-261e-482a-89f2-8b439be6fcb6,early childhood longitudinal study
e73f4c36-261e-482a-89f2-8b439be6fcb6,early childhood longitudinal study kindergarten class of 1998 99
e73f4c36-261e-482a-89f2-8b439be6fcb6,food recalls
d9d43c5a-97b8-4520-bf84-bdb7880878ce,survey of earned doctorates
5aa1703d-8166-482c-ad3e-2b76f9069076,baltimore longitudinal study of aging
99b257c3-6960-400d-a01a-23c27e67106b,geographic location
99b257c3-6960-400d-a01a-23c27e67106b,survey of doctorate recipients
99b257c3-6960-400d-a01a-23c27e67106b,survey of earned doctorates
ed188411-a3a2-430f-8de5-cb0542f40c04,baccalaureate and beyond
ed188411-a3a2-430f-8de5-cb0542f40c04,beginning postsecondary student
ed188411-a3a2-430f-8de5-cb0542f40c04,beginning postsecondary students
ed188411-a3a2-430f-8de5-cb0542f40c04,beginning postsecondary students longitudinal study
ed188411-a3a2-430f-8de5-cb0542f40c04,national postsecondary student aid study
ed188411-a3a2-430f-8de5-cb0542f40c04,postsecondary student aid study
ed188411-a3a2-430f-8de5-cb0542f40c04,postsecondary students longitudinal study
b333d751-5375-4291-b65f-14e4bc431da2,adni
b333d751-5375-4291-b65f-14e4bc431da2,alzheimer s disease neuroimaging initiative adni
dfecf6b9-9320-4783-a5f2-35df26c35ef9,baltimore longitudinal study of aging
b78e0fa5-1055-4353-b07b-b2e867b55f7d,trends in international mathematics and science study
8980387a-72ed-4e94-89f5-eab9e06f02cd,north american breeding bird survey
f3e19b54-fc28-467e-8ace-970021425e4d,sars cov 2 genome sequence
f3e19b54-fc28-467e-8ace-970021425e4d,sars cov 2 genome sequences
d3619577-c6aa-49a4-925b-aa4af5f27a6c,census of agriculture
d3619577-c6aa-49a4-925b-aa4af5f27a6c,usda census of agriculture
ffc5efc0-b05d-4c1e-8696-fcbbbda33400,american community survey
ffc5efc0-b05d-4c1e-8696-fcbbbda33400,rural urban continuum codes
09336949-3842-4d47-b110-23e93d5bb48d,adni
09336949-3842-4d47-b110-23e93d5bb48d,alzheimer s disease neuroimaging initiative adni
d6cd8944-d555-455f-80ad-b3c7b4f91378,survey of doctorate recipients
d6cd8944-d555-455f-80ad-b3c7b4f91378,survey of earned doctorates
5d5cf343-e77c-4db0-83c3-23450a503b28,our world in data
fc48b9c2-b513-4ac3-a4a7-77b3f983b305,early childhood longitudinal study
8bc4076a-c685-42d0-9bc3-fe5ff75d1815,north american breeding bird survey
8bc4076a-c685-42d0-9bc3-fe5ff75d1815,north american breeding bird survey bbs
d7b44716-17ed-4be6-ac5a-4c611440862e,ibtracs
d7b44716-17ed-4be6-ac5a-4c611440862e,international best track archive for climate stewardship
27625ad5-deb0-4bad-b211-c18c557d6a36,baltimore longitudinal study of aging
6c7de712-e644-4d85-a00a-5c91478117dc,adni
6c7de712-e644-4d85-a00a-5c91478117dc,alzheimer s disease neuroimaging initiative adni
6c7de712-e644-4d85-a00a-5c91478117dc,gene expression omnibus geo
104205fe-a235-45fd-ad20-0520f96e7235,adni
c9e59a5e-e463-49ce-ba33-cc31b62186e2,trends in international mathematics and science study
a3862f1c-6331-45d9-b764-309b770d584e,american community survey
a3862f1c-6331-45d9-b764-309b770d584e,early childhood longitudinal study
a3862f1c-6331-45d9-b764-309b770d584e,early childhood longitudinal study kindergarten class of 1998 99
d8671970-48ee-4075-a4d5-4140669ff186,early childhood longitudinal study
d8671970-48ee-4075-a4d5-4140669ff186,early childhood longitudinal study birth cohort
58883882-8289-43b2-bc58-d9fc647bf84c,adni
58883882-8289-43b2-bc58-d9fc647bf84c,alzheimer s disease neuroimaging initiative adni
b5db2f36-491a-42cf-be2d-c56956b020d4,climate reconstructions
b5db2f36-491a-42cf-be2d-c56956b020d4,ibtracs
b5db2f36-491a-42cf-be2d-c56956b020d4,international best track archive for climate stewardship
b5db2f36-491a-42cf-be2d-c56956b020d4,sea lake and overland surges from hurricanes
221312c6-31ad-406d-9da6-6e416a07f74b,adni
221312c6-31ad-406d-9da6-6e416a07f74b,genome sequences of covid 19
db6c2b7c-861a-471d-9af8-fd38fc225b59,trends in international mathematics and science study
5bd5febf-a554-48a1-a26d-d45d86b60db9,early childhood longitudinal study
ad160d37-370f-4977-8585-c01ee787f498,baccalaureate and beyond
ad160d37-370f-4977-8585-c01ee787f498,beginning postsecondary student
ad160d37-370f-4977-8585-c01ee787f498,beginning postsecondary students
ad160d37-370f-4977-8585-c01ee787f498,data compendium
ad160d37-370f-4977-8585-c01ee787f498,high school and beyond
ad160d37-370f-4977-8585-c01ee787f498,integrated postsecondary education data system
ad160d37-370f-4977-8585-c01ee787f498,national study of postsecondary faculty
ad160d37-370f-4977-8585-c01ee787f498,survey of doctorate recipients
ad160d37-370f-4977-8585-c01ee787f498,survey of earned doctorates
ad160d37-370f-4977-8585-c01ee787f498,survey of graduate students and postdoctorates in science and engineering
9c29bb3f-99e9-4baf-92db-cbdd58140a52,genome sequences of sars cov 2
78a34b22-9551-4eaf-ac9e-c229c01f0100,adni
78a34b22-9551-4eaf-ac9e-c229c01f0100,alzheimer s disease neuroimaging initiative adni
ac6cbb13-130b-4ab9-a9a4-bb17794b0b02,early childhood longitudinal study
72b8eafe-397f-4e35-ac90-883481c8adc6,genome sequence of sars cov 2
72b8eafe-397f-4e35-ac90-883481c8adc6,genome sequences of sars cov 2
72b8eafe-397f-4e35-ac90-883481c8adc6,sars cov 2 genome sequence
72b8eafe-397f-4e35-ac90-883481c8adc6,sars cov 2 genome sequences
a63a86e4-d1fe-4efb-9a9a-c600009d6a44,adni
a63a86e4-d1fe-4efb-9a9a-c600009d6a44,alzheimer s disease neuroimaging initiative adni
a63a86e4-d1fe-4efb-9a9a-c600009d6a44,research reports
225b35a0-18d9-49d9-9fcf-c8dc21fbc98c,census of agriculture
225b35a0-18d9-49d9-9fcf-c8dc21fbc98c,the panel study of income dynamics psid
14b7c9c1-1e9a-4cb3-8a3b-44567c6a334c,adni
14b7c9c1-1e9a-4cb3-8a3b-44567c6a334c,alzheimer s disease neuroimaging initiative adni
6cffe1e9-8493-4a9e-9e8b-b98490857443,trends in international mathematics and science study
81b7f470-d430-48bf-a75c-3cc2fb9887c1,early childhood longitudinal study
6ed273ed-3cb8-4b76-b397-23fe15a9d1eb,adni
6ed273ed-3cb8-4b76-b397-23fe15a9d1eb,alzheimer s disease neuroimaging initiative adni
ca200c72-ea0d-429f-a0f5-ec1974fb2640,common core of data
5aeaf062-4aa9-481e-a0d1-127c68dbec69,covid 19 open research data
5aeaf062-4aa9-481e-a0d1-127c68dbec69,covid 19 open research dataset
a8df3299-5df5-401f-bce6-069c0d548f09,agricultural resource management survey
a8df3299-5df5-401f-bce6-069c0d548f09,clean water act
0814fecd-52b2-477c-9590-3196d5e5ddc1,early childhood longitudinal study
0814fecd-52b2-477c-9590-3196d5e5ddc1,early childhood longitudinal study birth cohort
48a529ac-91d5-4a30-acc2-2d5e520c9067,rural urban continuum codes
f9cec798-c6b2-4fb7-90ef-7f781552323f,trends in international mathematics and science study
8147aa39-b83e-4401-871e-0203d0b94f6a,continental margin
8147aa39-b83e-4401-871e-0203d0b94f6a,noaa tide gauge
8147aa39-b83e-4401-871e-0203d0b94f6a,plant macrofossils
52b25dec-ddd9-43c5-b8c7-eff9224ea123,trends in international mathematics and science study
50bed276-90aa-418b-a6b6-39303bffddcd,trends in international mathematics and science study
e8cfb374-9f2c-4b99-bce8-928659c5a60b,adni
2b657d30-bcd4-4ad3-afaa-77c3d37e1f34,survey of doctorate recipients
2b657d30-bcd4-4ad3-afaa-77c3d37e1f34,survey of earned doctorates
b28962bf-ef91-40c0-be58-867d49322436,geographic location
b28962bf-ef91-40c0-be58-867d49322436,progress in international reading literacy study
b28962bf-ef91-40c0-be58-867d49322436,trends in international mathematics and science study
3e61738c-9452-401c-8bc6-f5fc29d42f91,clean water act
3e61738c-9452-401c-8bc6-f5fc29d42f91,north american breeding bird survey
458af1ac-1251-4199-b505-68b4fc2d94d9,trends in international mathematics and science study
b22cf48c-8edb-4e40-8aa6-3356aa092481,noaa tide gauge
d7260589-7db1-4695-ab3a-59e7d7d3a7ea,american community survey
d7260589-7db1-4695-ab3a-59e7d7d3a7ea,rural urban continuum codes
68a88f72-6345-4e97-847d-fde613899187,agricultural resource management survey
68a88f72-6345-4e97-847d-fde613899187,business expenses
68a88f72-6345-4e97-847d-fde613899187,organic production
75df11c3-df10-4651-a51d-272198ee25f5,adni
75df11c3-df10-4651-a51d-272198ee25f5,alzheimer s disease neuroimaging initiative adni
be2b2f29-c72b-42f7-95fe-349fc5a432bc,baltimore longitudinal study of aging
dd422718-1759-4db6-8449-b6f0db7a50ec,american community survey
dd422718-1759-4db6-8449-b6f0db7a50ec,current population survey
dd422718-1759-4db6-8449-b6f0db7a50ec,education longitudinal study
dd422718-1759-4db6-8449-b6f0db7a50ec,high school and beyond
dd422718-1759-4db6-8449-b6f0db7a50ec,integrated postsecondary education data system
dd422718-1759-4db6-8449-b6f0db7a50ec,national education longitudinal study
dd422718-1759-4db6-8449-b6f0db7a50ec,national health interview survey
dd422718-1759-4db6-8449-b6f0db7a50ec,national postsecondary student aid study
dd422718-1759-4db6-8449-b6f0db7a50ec,postsecondary student aid study
b3623bf8-4d5d-4663-bc79-32003659bfec,clinicaltrials gov
b3623bf8-4d5d-4663-bc79-32003659bfec,sars cov 2 genome sequence
e5f6e112-7627-4b18-9ac0-065616280f2c,adni
e5f6e112-7627-4b18-9ac0-065616280f2c,alzheimer s disease neuroimaging initiative adni
6fe9639c-99b0-4683-9515-91da5cda5a9b,early childhood longitudinal study
6fe9639c-99b0-4683-9515-91da5cda5a9b,geographic location
6fe9639c-99b0-4683-9515-91da5cda5a9b,north american industry classification system naics
de7b44ce-56f4-46f7-9892-b0ae35b7d9c3,baltimore longitudinal study of aging
de7b44ce-56f4-46f7-9892-b0ae35b7d9c3,baltimore longitudinal study of aging blsa
bb1856f7-ead5-4b21-991a-b08463529556,early childhood longitudinal study
bb1856f7-ead5-4b21-991a-b08463529556,the panel study of income dynamics psid
21551261-1003-4212-931a-49c421017162,baltimore longitudinal study of aging
1fdeb394-327b-42ec-a9ab-9251f172318d,ibtracs
95118fe8-8e23-43cb-93fb-7611070e8701,adni
0900a157-03b0-4fc1-a63b-95b8e3014efa,survey of doctorate recipients
0900a157-03b0-4fc1-a63b-95b8e3014efa,survey of earned doctorates
50144dfd-5638-4d66-a589-891ea05ae780,ibtracs
50144dfd-5638-4d66-a589-891ea05ae780,international best track archive for climate stewardship
e868fa0f-4f95-441e-b4a4-702f44b07981,world ocean database
53a1a989-9092-440c-9223-ae8044009601,adni
53a1a989-9092-440c-9223-ae8044009601,alzheimer s disease neuroimaging initiative adni
cda77a95-c28f-4c67-8a8c-251052344451,adni
cda77a95-c28f-4c67-8a8c-251052344451,alzheimer s disease neuroimaging initiative adni
dc0fc97d-19e7-4154-82e8-836b4cdd2d7d,genome sequence of 2019 ncov
720da4df-d165-4cc2-ae41-11aa65fbcb06,climatological data
720da4df-d165-4cc2-ae41-11aa65fbcb06,ibtracs
720da4df-d165-4cc2-ae41-11aa65fbcb06,international best track archive for climate stewardship
424937da-6df7-4be7-a9c4-b665eccf99dd,adni
a2914670-0692-497c-a238-3bb064b80269,adni
9e972433-7e37-4c63-82b4-2529c8f7f5bc,survey of earned doctorates
f991e7e1-a919-4f91-abcb-81adb3acd516,baltimore longitudinal study of aging
f73aef32-6eb5-4f5d-9f40-a997b9805558,annual survey of manufactures
f73aef32-6eb5-4f5d-9f40-a997b9805558,rice data
f73aef32-6eb5-4f5d-9f40-a997b9805558,survey of industrial research and development
03770790-d0ff-416b-b134-b410389b55c2,noaa optimum interpolation sea surface temperature
03770790-d0ff-416b-b134-b410389b55c2,optimum interpolation sea surface temperature
e321e6da-591a-40ee-9819-c66a5a58e3c3,adni
e3361a48-c761-40eb-a716-71301141f01f,beginning postsecondary student
e3361a48-c761-40eb-a716-71301141f01f,beginning postsecondary students
e3361a48-c761-40eb-a716-71301141f01f,beginning postsecondary students longitudinal study
e3361a48-c761-40eb-a716-71301141f01f,education longitudinal study
e3361a48-c761-40eb-a716-71301141f01f,high school and beyond
e3361a48-c761-40eb-a716-71301141f01f,national education longitudinal study
e3361a48-c761-40eb-a716-71301141f01f,postsecondary students longitudinal study
376bb5cd-992d-4302-8b07-7e98d1b2c76d,trends in international mathematics and science study
183bce81-c4da-4bd1-81b3-7b105d866d84,american community survey
183bce81-c4da-4bd1-81b3-7b105d866d84,research reports
183bce81-c4da-4bd1-81b3-7b105d866d84,survey of doctorate recipients
6cc875c4-594f-4366-a0b4-06fe4b480ac8,survey of earned doctorates
a216803e-90e6-43b3-aebc-f6e580443be2,north american breeding bird survey
e645ee72-9dac-4098-8d99-77dd00e4ceba,baltimore longitudinal study of aging
856a17d1-ac54-4871-a2e7-ab2b22348bbf,common core of data
856a17d1-ac54-4871-a2e7-ab2b22348bbf,education longitudinal study
856a17d1-ac54-4871-a2e7-ab2b22348bbf,population estimates
9559cefb-1437-4b22-b5bf-29d31f333868,north american breeding bird survey
d86adc5a-3bac-4777-8b01-888168ffe640,baccalaureate and beyond
d86adc5a-3bac-4777-8b01-888168ffe640,baccalaureate and beyond longitudinal study
d86adc5a-3bac-4777-8b01-888168ffe640,national postsecondary student aid study
d86adc5a-3bac-4777-8b01-888168ffe640,postsecondary student aid study
